Haverst period,Country,Product Type,Indicator,Tonnes
2013/14,USA,TO,I,135.5
2013/14,USA,TO,P,82.5
2014/15,Albania,OO,C,12.5
2014/15,Albania,OO,E,0.0
2014/15,Albania,OO,I,1.5
2014/15,Albania,OO,P,11.0
2014/15,Albania,TO,C,31.0
2014/15,Albania,TO,E,3.0
2014/15,Albania,TO,I,4.5
2014/15,Albania,TO,P,30.0
2014/15,Algeria,OO,C,65.0
2014/15,Algeria,OO,E,0.0
2014/15,Algeria,OO,I,0.5
2014/15,Algeria,OO,P,69.5
2014/15,Algeria,TO,C,240.0
2014/15,Algeria,TO,E,0.0
2014/15,Algeria,TO,I,0.0
2014/15,Algeria,TO,P,233.5
2014/15,Argentina,OO,C,6.5
2014/15,Argentina,OO,E,12.0
2014/15,Argentina,OO,I,0.0
2014/15,Argentina,OO,P,30.0
2014/15,Argentina,TO,C,25.0
2014/15,Argentina,TO,E,46.5
2014/15,Argentina,TO,I,0.0
2014/15,Argentina,TO,P,120.0
2014/15,Australia,OO,C,37.0
2014/15,Australia,OO,E,4.5
2014/15,Australia,OO,I,22.0
2014/15,Australia,OO,P,19.5
2014/15,Australia,TO,C,19.5
2014/15,Australia,TO,E,0.0
2014/15,Australia,TO,I,15.5
2014/15,Australia,TO,P,4.0
2014/15,Austria,OO,C,9.4
2014/15,Austria,OO,E,0.7
2014/15,Austria,OO,I,0.0
2014/15,Austria,TO,C,5.1
2014/15,Austria,TO,E,0.1
2014/15,Austria,TO,I,0.7
2014/15,Belgium,OO,C,14.9
2014/15,Belgium,OO,E,0.7
2014/15,Belgium,OO,I,1.6
2014/15,Belgium,TO,C,9.0
2014/15,Belgium,TO,E,0.5
2014/15,Belgium,TO,I,9.9
2014/15,Brazil,OO,C,66.5
2014/15,Brazil,OO,E,0.0
2014/15,Brazil,OO,I,66.5
2014/15,Brazil,TO,C,103.0
2014/15,Brazil,TO,E,0.0
2014/15,Brazil,TO,I,103.0
2014/15,Bulgaria,OO,C,2.2
2014/15,Bulgaria,OO,E,0.0
2014/15,Bulgaria,OO,I,0.0
2014/15,Bulgaria,TO,C,12.4
2014/15,Bulgaria,TO,E,0.1
2014/15,Bulgaria,TO,I,7.5
2014/15,Canada,OO,C,37.5
2014/15,Canada,OO,I,37.5
2014/15,Canada,TO,C,29.0
2014/15,Canada,TO,E,0.0
2014/15,Canada,TO,I,29.0
2014/15,Chile,OO,C,6.0
2014/15,Chile,OO,E,14.5
2014/15,Chile,OO,I,0.5
2014/15,Chile,OO,P,18.5
2014/15,Chile,TO,C,38.0
2014/15,Chile,TO,E,1.0
2014/15,Chile,TO,I,15.0
2014/15,Chile,TO,P,12.5
2014/15,China,OO,C,33.5
2014/15,China,OO,I,31.0
2014/15,China,OO,P,2.5
2014/15,Croatia,OO,C,4.5
2014/15,Croatia,OO,E,0.2
2014/15,Croatia,OO,I,0.0
2014/15,Croatia,OO,P,1.1
2014/15,Croatia,TO,C,0.8
2014/15,Croatia,TO,E,0.2
2014/15,Croatia,TO,I,0.0
2014/15,Croatia,TO,P,0.2
2014/15,Cyprus,OO,C,6.3
2014/15,Cyprus,OO,E,0.0
2014/15,Cyprus,OO,I,0.0
2014/15,Cyprus,OO,P,6.2
2014/15,Cyprus,TO,C,3.6
2014/15,Cyprus,TO,E,0.1
2014/15,Cyprus,TO,I,0.0
2014/15,Cyprus,TO,P,2.8
2014/15,Czech. Rep.,OO,C,10.0
2014/15,Czech. Rep.,OO,E,0.0
2014/15,Czech. Rep.,OO,I,0.0
2014/15,Czech. Rep.,TO,C,3.3
2014/15,Czech. Rep.,TO,E,0.0
2014/15,Czech. Rep.,TO,I,0.0
2014/15,Denmark,OO,C,5.8
2014/15,Denmark,OO,E,0.1
2014/15,Denmark,OO,I,0.0
2014/15,Denmark,TO,C,2.8
2014/15,Denmark,TO,E,0.0
2014/15,Denmark,TO,I,0.3
2014/15,Egypt,OO,C,20.0
2014/15,Egypt,OO,E,4.0
2014/15,Egypt,OO,I,6.0
2014/15,Egypt,OO,P,17.0
2014/15,Egypt,TO,C,369.0
2014/15,Egypt,TO,E,46.5
2014/15,Egypt,TO,I,0.5
2014/15,Egypt,TO,P,450.5
2014/15,Estonia,OO,C,0.7
2014/15,Estonia,OO,E,0.0
2014/15,Estonia,OO,I,0.0
2014/15,Estonia,TO,C,0.3
2014/15,Estonia,TO,E,0.0
2014/15,Estonia,TO,I,0.0
2014/15,EU,OO,C,1.0
2014/15,EU,OO,E,508.0
2014/15,EU,OO,I,224.5
2014/15,EU,OO,P,1434.5
2014/15,EU,TO,C,542.0
2014/15,EU,TO,E,315.0
2014/15,EU,TO,I,93.0
2014/15,EU,TO,P,868.0
2014/15,Finland,OO,C,3.4
2014/15,Finland,OO,E,0.1
2014/15,Finland,OO,I,0.0
2014/15,Finland,TO,C,2.0
2014/15,Finland,TO,E,0.1
2014/15,Finland,TO,I,0.0
2014/15,France,OO,C,106.0
2014/15,France,OO,E,2.0
2014/15,France,OO,I,10.9
2014/15,France,OO,P,1.7
2014/15,France,TO,C,60.0
2014/15,France,TO,E,1.5
2014/15,France,TO,I,28.6
2014/15,France,TO,P,1.1
2014/15,Germany,OO,C,64.2
2014/15,Germany,OO,E,0.6
2014/15,Germany,OO,I,0.6
2014/15,Germany,TO,C,37.2
2014/15,Germany,TO,E,0.8
2014/15,Germany,TO,I,7.7
2014/15,Greece,OO,C,130.0
2014/15,Greece,OO,E,16.8
2014/15,Greece,OO,I,0.0
2014/15,Greece,OO,P,300.0
2014/15,Greece,TO,C,20.0
2014/15,Greece,TO,E,66.2
2014/15,Greece,TO,I,3.7
2014/15,Greece,TO,P,249.0
2014/15,Hungary,OO,C,2.3
2014/15,Hungary,OO,E,0.0
2014/15,Hungary,OO,I,0.0
2014/15,Hungary,TO,C,2.0
2014/15,Hungary,TO,E,0.2
2014/15,Hungary,TO,I,0.1
2014/15,Iran,OO,C,9.0
2014/15,Iran,OO,E,0.0
2014/15,Iran,OO,I,5.5
2014/15,Iran,OO,P,4.5
2014/15,Iran,TO,C,67.0
2014/15,Iran,TO,E,0.0
2014/15,Iran,TO,I,0.0
2014/15,Iran,TO,P,68.0
2014/15,Iraq,OO,C,1.5
2014/15,Iraq,OO,E,0.0
2014/15,Iraq,OO,I,1.5
2014/15,Iraq,TO,C,30.0
2014/15,Iraq,TO,E,0.0
2014/15,Iraq,TO,I,22.0
2014/15,Iraq,TO,P,8.0
2014/15,Ireland,OO,C,6.1
2014/15,Ireland,OO,E,0.0
2014/15,Ireland,OO,I,0.0
2014/15,Ireland,TO,C,1.4
2014/15,Ireland,TO,E,0.0
2014/15,Ireland,TO,I,0.0
2014/15,Israel,OO,C,20.0
2014/15,Israel,OO,E,0.0
2014/15,Israel,OO,I,2.5
2014/15,Israel,OO,P,18.5
2014/15,Israel,TO,C,22.0
2014/15,Israel,TO,E,0.0
2014/15,Israel,TO,I,5.0
2014/15,Israel,TO,P,17.0
2014/15,Italy,OO,C,571.7
2014/15,Italy,OO,E,199.6
2014/15,Italy,OO,I,96.0
2014/15,Italy,OO,P,222.0
2014/15,Italy,TO,C,101.0
2014/15,Italy,TO,E,7.9
2014/15,Italy,TO,I,6.8
2014/15,Italy,TO,P,42.0
2014/15,Japan,OO,C,59.0
2014/15,Japan,OO,I,59.0
2014/15,Japan,TO,C,4.5
2014/15,Japan,TO,E,0.0
2014/15,Japan,TO,I,4.5
2014/15,Jordan,OO,C,22.0
2014/15,Jordan,OO,E,0.5
2014/15,Jordan,OO,I,0.0
2014/15,Jordan,OO,P,23.0
2014/15,Jordan,TO,C,28.0
2014/15,Jordan,TO,E,5.0
2014/15,Jordan,TO,I,1.0
2014/15,Jordan,TO,P,34.5
2014/15,Latvia,OO,C,0.6
2014/15,Latvia,OO,E,0.1
2014/15,Latvia,OO,I,0.0
2014/15,Latvia,TO,C,0.3
2014/15,Latvia,TO,E,0.1
2014/15,Latvia,TO,I,0.0
2014/15,Lebanon,OO,C,18.0
2014/15,Lebanon,OO,E,7.5
2014/15,Lebanon,OO,I,3.5
2014/15,Lebanon,OO,P,21.0
2014/15,Lebanon,TO,C,19.5
2014/15,Lebanon,TO,E,2.0
2014/15,Lebanon,TO,I,4.0
2014/15,Lebanon,TO,P,17.0
2014/15,Libya,OO,C,15.5
2014/15,Libya,OO,E,0.0
2014/15,Libya,OO,I,0.0
2014/15,Libya,OO,P,15.5
2014/15,Libya,TO,C,11.0
2014/15,Libya,TO,E,0.0
2014/15,Libya,TO,I,8.0
2014/15,Libya,TO,P,3.0
2014/15,Lithuania,OO,C,1.2
2014/15,Lithuania,OO,E,0.5
2014/15,Lithuania,OO,I,0.0
2014/15,Lithuania,TO,C,1.1
2014/15,Lithuania,TO,E,0.6
2014/15,Lithuania,TO,I,0.0
2014/15,Luxembourg,OO,C,1.7
2014/15,Luxembourg,OO,E,0.0
2014/15,Luxembourg,OO,I,0.0
2014/15,Luxembourg,TO,C,1.0
2014/15,Luxembourg,TO,E,0.0
2014/15,Luxembourg,TO,I,0.0
2014/15,Malta,OO,C,1.0
2014/15,Malta,OO,E,0.0
2014/15,Malta,OO,I,0.0
2014/15,Malta,OO,P,0.1
2014/15,Malta,TO,C,0.8
2014/15,Malta,TO,E,0.0
2014/15,Malta,TO,I,0.0
2014/15,Malta,TO,P,0.0
2014/15,Mexico,OO,C,15.5
2014/15,Mexico,OO,E,0.5
2014/15,Mexico,OO,I,16.0
2014/15,Mexico,TO,C,26.0
2014/15,Mexico,TO,E,0.0
2014/15,Mexico,TO,I,10.0
2014/15,Mexico,TO,P,18.5
2014/15,Montenegro,OO,C,0.5
2014/15,Montenegro,OO,E,0.0
2014/15,Montenegro,OO,I,0.0
2014/15,Montenegro,OO,P,0.5
2014/15,Montenegro,TO,C,0.0
2014/15,Montenegro,TO,E,0.0
2014/15,Montenegro,TO,I,0.0
2014/15,Montenegro,TO,P,0.0
2014/15,Morocco,OO,C,120.0
2014/15,Morocco,OO,E,25.0
2014/15,Morocco,OO,I,8.0
2014/15,Morocco,OO,P,120.0
2014/15,Morocco,TO,C,30.0
2014/15,Morocco,TO,E,78.0
2014/15,Morocco,TO,I,0.0
2014/15,Morocco,TO,P,100.0
2014/15,Netherlands,OO,C,13.3
2014/15,Netherlands,OO,E,1.0
2014/15,Netherlands,OO,I,0.8
2014/15,Netherlands,TO,C,5.1
2014/15,Netherlands,TO,E,5.1
2014/15,Netherlands,TO,I,1.6
2014/15,Norway,OO,C,4.0
2014/15,Norway,OO,I,4.0
2014/15,Oth.non-prod.,OO,C,70.0
2014/15,Oth.non-prod.,OO,I,70.0
2014/15,Oth.non-prod.,TO,C,70.0
2014/15,Oth.non-prod.,TO,E,0.0
2014/15,Oth.non-prod.,TO,I,70.0
2014/15,Other pr.coun.,OO,C,11.5
2014/15,Other pr.coun.,OO,E,5.0
2014/15,Other pr.coun.,OO,I,2.0
2014/15,Other pr.coun.,OO,P,14.5
2014/15,Other pr.coun.,TO,C,25.0
2014/15,Other pr.coun.,TO,E,0.0
2014/15,Other pr.coun.,TO,I,10.0
2014/15,Other pr.coun.,TO,P,15.0
2014/15,Palestine,OO,C,17.0
2014/15,Palestine,OO,E,6.5
2014/15,Palestine,OO,I,0.0
2014/15,Palestine,OO,P,24.5
2014/15,Palestine,TO,C,11.0
2014/15,Palestine,TO,E,1.0
2014/15,Palestine,TO,I,0.0
2014/15,Palestine,TO,P,12.0
2014/15,Peru,TO,C,40.0
2014/15,Peru,TO,E,31.5
2014/15,Peru,TO,I,0.0
2014/15,Peru,TO,P,40.5
2014/15,Poland,OO,C,7.8
2014/15,Poland,OO,E,0.6
2014/15,Poland,OO,I,0.0
2014/15,Poland,TO,C,10.6
2014/15,Poland,TO,E,0.3
2014/15,Poland,TO,I,0.0
2014/15,Portugal,OO,C,70.0
2014/15,Portugal,OO,E,47.6
2014/15,Portugal,OO,I,9.4
2014/15,Portugal,OO,P,61.0
2014/15,Portugal,TO,C,5.0
2014/15,Portugal,TO,E,12.4
2014/15,Portugal,TO,I,0.0
2014/15,Portugal,TO,P,17.4
2014/15,Romania,OO,C,3.2
2014/15,Romania,OO,E,0.0
2014/15,Romania,OO,I,0.0
2014/15,Romania,TO,C,20.9
2014/15,Romania,TO,E,0.0
2014/15,Romania,TO,I,9.3
2014/15,Russia,OO,C,19.0
2014/15,Russia,OO,I,19.0
2014/15,Russia,TO,C,23.0
2014/15,Russia,TO,E,0.0
2014/15,Russia,TO,I,23.0
2014/15,Saudi Arabia,OO,C,25.0
2014/15,Saudi Arabia,OO,E,0.5
2014/15,Saudi Arabia,OO,I,22.0
2014/15,Saudi Arabia,OO,P,3.0
2014/15,Saudi Arabia,TO,C,34.5
2014/15,Saudi Arabia,TO,E,0.0
2014/15,Saudi Arabia,TO,I,30.0
2014/15,Saudi Arabia,TO,P,4.5
2014/15,Slovakia,OO,C,1.6
2014/15,Slovakia,OO,E,0.0
2014/15,Slovakia,OO,I,0.0
2014/15,Slovakia,TO,C,3.3
2014/15,Slovakia,TO,E,0.0
2014/15,Slovakia,TO,I,0.0
2014/15,Slovenia,OO,C,2.0
2014/15,Slovenia,OO,E,0.0
2014/15,Slovenia,OO,I,0.0
2014/15,Slovenia,OO,P,0.2
2014/15,Slovenia,TO,C,0.8
2014/15,Slovenia,TO,E,0.0
2014/15,Slovenia,TO,I,0.0
2014/15,Slovenia,TO,P,0.0
2014/15,Spain,OO,C,492.2
2014/15,Spain,OO,E,236.8
2014/15,Spain,OO,I,104.7
2014/15,Spain,OO,P,842.2
2014/15,Spain,TO,C,189.3
2014/15,Spain,TO,E,218.4
2014/15,Spain,TO,I,11.8
2014/15,Spain,TO,P,555.6
2014/15,Sweden,OO,C,9.7
2014/15,Sweden,OO,E,0.1
2014/15,Sweden,OO,I,0.2
2014/15,Sweden,TO,C,8.5
2014/15,Sweden,TO,E,0.0
2014/15,Sweden,TO,I,0.8
2014/15,Switzerland,OO,C,14.0
2014/15,Switzerland,OO,I,14.0
2014/15,Switzerland,TO,C,6.5
2014/15,Switzerland,TO,E,0.0
2014/15,Switzerland,TO,I,6.5
2014/15,Syria,OO,C,126.0
2014/15,Syria,OO,E,0.0
2014/15,Syria,OO,P,105.0
2014/15,Syria,TO,C,92.0
2014/15,Syria,TO,E,4.0
2014/15,Syria,TO,I,0.0
2014/15,Syria,TO,P,75.0
2014/15,Taiwan,OO,C,8.0
2014/15,Taiwan,OO,I,8.0
2014/15,Tunisia,OO,C,30.0
2014/15,Tunisia,OO,E,304.0
2014/15,Tunisia,OO,I,0.0
2014/15,Tunisia,OO,P,340.0
2014/15,Tunisia,TO,C,26.0
2014/15,Tunisia,TO,E,1.0
2014/15,Tunisia,TO,I,0.0
2014/15,Tunisia,TO,P,26.0
2014/15,Türkiye,OO,C,125.0
2014/15,Türkiye,OO,E,30.0
2014/15,Türkiye,OO,I,0.0
2014/15,Türkiye,OO,P,160.0
2014/15,Türkiye,TO,C,330.0
2014/15,Türkiye,TO,E,63.5
2014/15,Türkiye,TO,I,0.0
2014/15,Türkiye,TO,P,390.0
2014/15,United King.,OO,C,62.9
2014/15,United King.,OO,E,0.6
2014/15,United King.,OO,I,0.3
2014/15,United King.,TO,C,34.2
2014/15,United King.,TO,E,0.3
2014/15,United King.,TO,I,4.0
2014/15,Uruguay,OO,C,1.5
2014/15,Uruguay,OO,E,0.0
2014/15,Uruguay,OO,I,1.0
2014/15,Uruguay,OO,P,0.5
2014/15,Uruguay,TO,C,2.5
2014/15,Uruguay,TO,E,0.0
2014/15,Uruguay,TO,I,2.5
2014/15,Uruguay,TO,P,0.0
2014/15,USA,OO,C,295.0
2014/15,USA,OO,E,6.5
2014/15,USA,OO,I,294.5
2014/15,USA,OO,P,5.0
2014/15,USA,TO,C,185.0
2014/15,USA,TO,E,6.0
2014/15,USA,TO,I,152.0
2014/15,USA,TO,P,33.5
2015/16,Albania,OO,C,11.5
2015/16,Albania,OO,E,0.0
2015/16,Albania,OO,I,1.5
2015/16,Albania,OO,P,10.0
2015/16,Albania,TO,C,30.0
2015/16,Albania,TO,E,4.0
2015/16,Albania,TO,I,4.0
2015/16,Albania,TO,P,30.0
2015/16,Algeria,OO,C,80.0
2015/16,Algeria,OO,E,0.0
2015/16,Algeria,OO,I,0.5
2015/16,Algeria,OO,P,82.0
2015/16,Algeria,TO,C,234.0
2015/16,Algeria,TO,E,0.0
2015/16,Algeria,TO,I,11.5
2015/16,Algeria,TO,P,221.0
2015/16,Argentina,OO,C,7.5
2015/16,Argentina,OO,E,31.0
2015/16,Argentina,OO,I,0.0
2015/16,Argentina,OO,P,24.0
2015/16,Argentina,TO,C,35.0
2015/16,Argentina,TO,E,56.0
2015/16,Argentina,TO,I,0.0
2015/16,Argentina,TO,P,73.0
2015/16,Australia,OO,C,42.0
2015/16,Australia,OO,E,4.0
2015/16,Australia,OO,I,26.0
2015/16,Australia,OO,P,20.0
2015/16,Australia,TO,C,21.0
2015/16,Australia,TO,E,0.0
2015/16,Australia,TO,I,17.0
2015/16,Australia,TO,P,4.0
2015/16,Austria,OO,C,8.8
2015/16,Austria,OO,E,0.6
2015/16,Austria,OO,I,0.0
2015/16,Austria,TO,C,4.8
2015/16,Austria,TO,E,0.1
2015/16,Austria,TO,I,0.5
2015/16,Belgium,OO,C,16.7
2015/16,Belgium,OO,E,0.7
2015/16,Belgium,OO,I,2.3
2015/16,Belgium,TO,C,10.7
2015/16,Belgium,TO,E,0.5
2015/16,Belgium,TO,I,10.9
2015/16,Brazil,OO,C,50.0
2015/16,Brazil,OO,E,0.0
2015/16,Brazil,OO,I,50.0
2015/16,Brazil,TO,C,102.0
2015/16,Brazil,TO,E,0.0
2015/16,Brazil,TO,I,102.0
2015/16,Bulgaria,OO,C,2.6
2015/16,Bulgaria,OO,E,0.1
2015/16,Bulgaria,OO,I,0.0
2015/16,Bulgaria,TO,C,11.4
2015/16,Bulgaria,TO,E,0.1
2015/16,Bulgaria,TO,I,4.6
2015/16,Canada,OO,C,41.0
2015/16,Canada,OO,I,41.0
2015/16,Canada,TO,C,30.0
2015/16,Canada,TO,E,0.0
2015/16,Canada,TO,I,30.0
2015/16,Chile,OO,C,5.5
2015/16,Chile,OO,E,10.5
2015/16,Chile,OO,I,0.5
2015/16,Chile,OO,P,17.5
2015/16,Chile,TO,C,27.5
2015/16,Chile,TO,E,0.5
2015/16,Chile,TO,I,15.0
2015/16,Chile,TO,P,13.0
2015/16,China,OO,C,39.0
2015/16,China,OO,I,34.0
2015/16,China,OO,P,5.0
2015/16,Croatia,OO,C,7.8
2015/16,Croatia,OO,E,0.1
2015/16,Croatia,OO,I,0.0
2015/16,Croatia,OO,P,5.5
2015/16,Croatia,TO,C,2.3
2015/16,Croatia,TO,E,0.2
2015/16,Croatia,TO,I,0.0
2015/16,Croatia,TO,P,0.8
2015/16,Cyprus,OO,C,6.2
2015/16,Cyprus,OO,E,0.1
2015/16,Cyprus,OO,I,0.0
2015/16,Cyprus,OO,P,6.0
2015/16,Cyprus,TO,C,3.4
2015/16,Cyprus,TO,E,0.0
2015/16,Cyprus,TO,I,0.0
2015/16,Cyprus,TO,P,2.8
2015/16,Czech. Rep.,OO,C,10.3
2015/16,Czech. Rep.,OO,E,0.0
2015/16,Czech. Rep.,OO,I,0.0
2015/16,Czech. Rep.,TO,C,3.7
2015/16,Czech. Rep.,TO,E,0.0
2015/16,Czech. Rep.,TO,I,0.0
2015/16,Denmark,OO,C,6.4
2015/16,Denmark,OO,E,0.1
2015/16,Denmark,OO,I,0.0
2015/16,Denmark,TO,C,3.0
2015/16,Denmark,TO,E,0.0
2015/16,Denmark,TO,I,0.2
2015/16,Egypt,OO,C,16.5
2015/16,Egypt,OO,E,1.0
2015/16,Egypt,OO,I,0.5
2015/16,Egypt,OO,P,16.5
2015/16,Egypt,TO,C,319.0
2015/16,Egypt,TO,E,56.5
2015/16,Egypt,TO,I,0.0
2015/16,Egypt,TO,P,335.5
2015/16,Estonia,OO,C,0.6
2015/16,Estonia,OO,E,0.0
2015/16,Estonia,OO,I,0.0
2015/16,Estonia,TO,C,0.4
2015/16,Estonia,TO,E,0.0
2015/16,Estonia,TO,I,0.0
2015/16,EU,OO,C,918.5
2015/16,EU,OO,E,573.5
2015/16,EU,OO,I,97.5
2015/16,EU,OO,P,2324.0
2015/16,EU,TO,C,578.5
2015/16,EU,TO,E,278.5
2015/16,EU,TO,I,94.0
2015/16,EU,TO,P,886.5
2015/16,Finland,OO,C,3.5
2015/16,Finland,OO,E,0.1
2015/16,Finland,OO,I,0.0
2015/16,Finland,TO,C,1.9
2015/16,Finland,TO,E,0.1
2015/16,Finland,TO,I,0.0
2015/16,France,OO,C,113.4
2015/16,France,OO,E,2.3
2015/16,France,OO,I,4.5
2015/16,France,OO,P,5.4
2015/16,France,TO,C,65.0
2015/16,France,TO,E,1.7
2015/16,France,TO,I,31.6
2015/16,France,TO,P,1.1
2015/16,Germany,OO,C,62.7
2015/16,Germany,OO,E,0.6
2015/16,Germany,OO,I,0.6
2015/16,Germany,TO,C,41.9
2015/16,Germany,TO,E,0.8
2015/16,Germany,TO,I,9.2
2015/16,Greece,OO,C,140.0
2015/16,Greece,OO,E,19.3
2015/16,Greece,OO,I,0.0
2015/16,Greece,OO,P,320.0
2015/16,Greece,TO,C,15.0
2015/16,Greece,TO,E,72.9
2015/16,Greece,TO,I,5.5
2015/16,Greece,TO,P,194.0
2015/16,Hungary,OO,C,2.8
2015/16,Hungary,OO,E,0.0
2015/16,Hungary,OO,I,0.0
2015/16,Hungary,TO,C,2.4
2015/16,Hungary,TO,E,0.1
2015/16,Hungary,TO,I,0.1
2015/16,Iran,OO,C,10.5
2015/16,Iran,OO,E,0.0
2015/16,Iran,OO,I,5.0
2015/16,Iran,OO,P,5.0
2015/16,Iran,TO,C,58.5
2015/16,Iran,TO,E,0.0
2015/16,Iran,TO,I,0.0
2015/16,Iran,TO,P,60.5
2015/16,Iraq,OO,C,1.5
2015/16,Iraq,OO,E,0.0
2015/16,Iraq,OO,I,1.5
2015/16,Iraq,TO,C,23.5
2015/16,Iraq,TO,E,0.0
2015/16,Iraq,TO,I,15.5
2015/16,Iraq,TO,P,8.0
2015/16,Ireland,OO,C,5.6
2015/16,Ireland,OO,E,0.0
2015/16,Ireland,OO,I,0.0
2015/16,Ireland,TO,C,1.6
2015/16,Ireland,TO,E,0.0
2015/16,Ireland,TO,I,0.0
2015/16,Israel,OO,C,20.0
2015/16,Israel,OO,E,0.0
2015/16,Israel,OO,I,2.0
2015/16,Israel,OO,P,18.0
2015/16,Israel,TO,C,22.0
2015/16,Israel,TO,E,0.0
2015/16,Israel,TO,I,7.0
2015/16,Israel,TO,P,15.0
2015/16,Italy,OO,C,598.1
2015/16,Italy,OO,E,208.1
2015/16,Italy,OO,I,40.6
2015/16,Italy,OO,P,474.6
2015/16,Italy,TO,C,126.3
2015/16,Italy,TO,E,9.8
2015/16,Italy,TO,I,8.2
2015/16,Italy,TO,P,66.0
2015/16,Japan,OO,C,53.5
2015/16,Japan,OO,I,53.5
2015/16,Japan,TO,C,4.0
2015/16,Japan,TO,E,0.0
2015/16,Japan,TO,I,4.0
2015/16,Jordan,OO,C,29.0
2015/16,Jordan,OO,E,0.5
2015/16,Jordan,OO,I,0.0
2015/16,Jordan,OO,P,29.5
2015/16,Jordan,TO,C,32.5
2015/16,Jordan,TO,E,7.0
2015/16,Jordan,TO,I,1.0
2015/16,Jordan,TO,P,35.5
2015/16,Latvia,OO,C,1.6
2015/16,Latvia,OO,E,0.1
2015/16,Latvia,OO,I,0.0
2015/16,Latvia,TO,C,0.4
2015/16,Latvia,TO,E,0.1
2015/16,Latvia,TO,I,0.0
2015/16,Lebanon,OO,C,18.0
2015/16,Lebanon,OO,E,9.5
2015/16,Lebanon,OO,I,4.5
2015/16,Lebanon,OO,P,23.0
2015/16,Lebanon,TO,C,20.0
2015/16,Lebanon,TO,E,2.0
2015/16,Lebanon,TO,I,3.0
2015/16,Lebanon,TO,P,19.0
2015/16,Libya,OO,C,18.0
2015/16,Libya,OO,E,0.0
2015/16,Libya,OO,I,0.0
2015/16,Libya,OO,P,18.0
2015/16,Libya,TO,C,15.5
2015/16,Libya,TO,E,0.0
2015/16,Libya,TO,I,13.5
2015/16,Libya,TO,P,3.0
2015/16,Lithuania,OO,C,1.1
2015/16,Lithuania,OO,E,0.9
2015/16,Lithuania,OO,I,0.0
2015/16,Lithuania,TO,C,1.0
2015/16,Lithuania,TO,E,0.4
2015/16,Lithuania,TO,I,0.0
2015/16,Luxembourg,OO,C,1.6
2015/16,Luxembourg,OO,E,0.0
2015/16,Luxembourg,OO,I,0.0
2015/16,Luxembourg,TO,C,0.9
2015/16,Luxembourg,TO,E,0.0
2015/16,Luxembourg,TO,I,0.0
2015/16,Malta,OO,C,1.0
2015/16,Malta,OO,E,0.0
2015/16,Malta,OO,I,0.0
2015/16,Malta,OO,P,0.0
2015/16,Malta,TO,C,0.7
2015/16,Malta,TO,E,0.0
2015/16,Malta,TO,I,0.0
2015/16,Malta,TO,P,0.0
2015/16,Mexico,OO,C,14.5
2015/16,Mexico,OO,E,0.5
2015/16,Mexico,OO,I,15.0
2015/16,Mexico,TO,C,23.0
2015/16,Mexico,TO,E,10.5
2015/16,Mexico,TO,I,10.0
2015/16,Mexico,TO,P,22.5
2015/16,Montenegro,OO,C,0.5
2015/16,Montenegro,OO,E,0.0
2015/16,Montenegro,OO,I,0.0
2015/16,Montenegro,OO,P,0.5
2015/16,Montenegro,TO,C,0.0
2015/16,Montenegro,TO,E,0.0
2015/16,Montenegro,TO,I,0.0
2015/16,Montenegro,TO,P,0.0
2015/16,Morocco,OO,C,120.0
2015/16,Morocco,OO,E,17.0
2015/16,Morocco,OO,I,9.0
2015/16,Morocco,OO,P,130.0
2015/16,Morocco,TO,C,31.0
2015/16,Morocco,TO,E,88.0
2015/16,Morocco,TO,I,0.0
2015/16,Morocco,TO,P,120.0
2015/16,Netherlands,OO,C,14.6
2015/16,Netherlands,OO,E,1.0
2015/16,Netherlands,OO,I,0.9
2015/16,Netherlands,TO,C,8.6
2015/16,Netherlands,TO,E,0.6
2015/16,Netherlands,TO,I,1.6
2015/16,Norway,OO,C,4.0
2015/16,Norway,OO,I,4.0
2015/16,Oth.non-prod.,OO,C,65.0
2015/16,Oth.non-prod.,OO,I,65.0
2015/16,Oth.non-prod.,TO,C,60.0
2015/16,Oth.non-prod.,TO,E,0.0
2015/16,Oth.non-prod.,TO,I,60.0
2015/16,Other pr.coun.,OO,C,12.0
2015/16,Other pr.coun.,OO,E,5.0
2015/16,Other pr.coun.,OO,I,2.0
2015/16,Other pr.coun.,OO,P,15.0
2015/16,Other pr.coun.,TO,C,25.0
2015/16,Other pr.coun.,TO,E,0.0
2015/16,Other pr.coun.,TO,I,10.0
2015/16,Other pr.coun.,TO,P,15.0
2015/16,Palestine,OO,C,17.0
2015/16,Palestine,OO,E,4.5
2015/16,Palestine,OO,I,0.0
2015/16,Palestine,OO,P,21.0
2015/16,Palestine,TO,C,10.0
2015/16,Palestine,TO,E,1.0
2015/16,Palestine,TO,I,0.0
2015/16,Palestine,TO,P,11.0
2015/16,Peru,TO,C,32.0
2015/16,Peru,TO,E,24.5
2015/16,Peru,TO,I,0.5
2015/16,Peru,TO,P,56.0
2015/16,Poland,OO,C,7.4
2015/16,Poland,OO,E,0.7
2015/16,Poland,OO,I,0.0
2015/16,Poland,TO,C,10.8
2015/16,Poland,TO,E,0.6
2015/16,Poland,TO,I,0.1
2015/16,Portugal,OO,C,70.0
2015/16,Portugal,OO,E,40.5
2015/16,Portugal,OO,I,0.9
2015/16,Portugal,OO,P,109.1
2015/16,Portugal,TO,C,5.8
2015/16,Portugal,TO,E,12.8
2015/16,Portugal,TO,I,0.0
